"Genotype(normal=[('none', 0), ('dil_conv_5x5', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 1), ('dil_conv_5x5', 2), ('sep_conv_5x5', 3), ('skip_connect', 4)], normal_concat=[2, 3, 4, 5], reduce=[('none', 0), ('dil_conv_5x5', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 1), ('dil_conv_5x5', 2), ('sep_conv_5x5', 3), ('skip_connect', 4)], reduce_concat=[2, 3, 4, 5])",85.0
"Genotype(normal=[('sep_conv_5x5', 0), ('sep_conv_3x3', 0), ('avg_pool_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 3), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2)], normal_concat=[2, 3, 4, 5], reduce=[('sep_conv_5x5', 0), ('sep_conv_3x3', 0), ('avg_pool_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 3), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2)], reduce_concat=[2, 3, 4, 5])",85.23999786376953
"Genotype(normal=[('dil_conv_5x5', 0), ('skip_connect', 0), ('skip_connect', 2), ('none', 2), ('sep_conv_5x5', 0), ('sep_conv_3x3', 3), ('skip_connect', 4), ('dil_conv_5x5', 0)], normal_concat=[2, 3, 4, 5], reduce=[('dil_conv_5x5', 0), ('skip_connect', 0), ('skip_connect', 2), ('none', 2), ('sep_conv_5x5', 0), ('sep_conv_3x3', 3), ('skip_connect', 4), ('dil_conv_5x5', 0)], reduce_concat=[2, 3, 4, 5])",81.29000091552734
"Genotype(normal=[('dil_conv_5x5', 0), ('sep_conv_5x5', 0), ('skip_connect', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 1), ('skip_connect', 3), ('dil_conv_5x5', 1), ('none', 0)], normal_concat=[2, 3, 4, 5], reduce=[('dil_conv_5x5', 0), ('sep_conv_5x5', 0), ('skip_connect', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 1), ('skip_connect', 3), ('dil_conv_5x5', 1), ('none', 0)], reduce_concat=[2, 3, 4, 5])",77.72000122070312
"Genotype(normal=[('none', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 1), ('sep_conv_3x3', 3), ('dil_conv_3x3', 0), ('skip_connect', 2), ('skip_connect', 1)], normal_concat=[2, 3, 4, 5], reduce=[('none', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 1), ('sep_conv_3x3', 3), ('dil_conv_3x3', 0), ('skip_connect', 2), ('skip_connect', 1)], reduce_concat=[2, 3, 4, 5])",82.04000091552734
"Genotype(normal=[('skip_connect', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 1), ('skip_connect', 1), ('skip_connect', 2), ('max_pool_3x3', 2), ('none', 4), ('dil_conv_5x5', 2)], normal_concat=[2, 3, 4, 5], reduce=[('skip_connect', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 1), ('skip_connect', 1), ('skip_connect', 2), ('max_pool_3x3', 2), ('none', 4), ('dil_conv_5x5', 2)], reduce_concat=[2, 3, 4, 5])",74.27999877929688
"Genotype(normal=[('max_pool_3x3', 1), ('none', 0), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('avg_pool_3x3', 1), ('dil_conv_5x5', 1), ('avg_pool_3x3', 0), ('none', 1)], normal_concat=[2, 3, 4, 5], reduce=[('max_pool_3x3', 1), ('none', 0), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('avg_pool_3x3', 1), ('dil_conv_5x5', 1), ('avg_pool_3x3', 0), ('none', 1)], reduce_concat=[2, 3, 4, 5])",69.61000061035156
"Genotype(normal=[('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 2), ('dil_conv_5x5', 2), ('dil_conv_3x3', 0), ('none', 0), ('skip_connect', 2), ('none', 4)], normal_concat=[2, 3, 4, 5], reduce=[('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 2), ('dil_conv_5x5', 2), ('dil_conv_3x3', 0), ('none', 0), ('skip_connect', 2), ('none', 4)], reduce_concat=[2, 3, 4, 5])",82.50999450683594
"Genotype(normal=[('none', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 2), ('avg_pool_3x3', 0), ('sep_conv_5x5', 0), ('sep_conv_5x5', 4)], normal_concat=[2, 3, 4, 5], reduce=[('none', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 2), ('avg_pool_3x3', 0), ('sep_conv_5x5', 0), ('sep_conv_5x5', 4)], reduce_concat=[2, 3, 4, 5])",77.0
"Genotype(normal=[('none', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 2), ('dil_conv_5x5', 1), ('sep_conv_3x3', 3), ('dil_conv_5x5', 3), ('none', 3), ('avg_pool_3x3', 2)], normal_concat=[2, 3, 4, 5], reduce=[('none', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 2), ('dil_conv_5x5', 1), ('sep_conv_3x3', 3), ('dil_conv_5x5', 3), ('none', 3), ('avg_pool_3x3', 2)], reduce_concat=[2, 3, 4, 5])",79.1500015258789
"Genotype(normal=[('sep_conv_3x3', 1), ('max_pool_3x3', 1), ('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('skip_connect', 0), ('skip_connect', 1), ('none', 2), ('sep_conv_3x3', 4)], normal_concat=[2, 3, 4, 5], reduce=[('sep_conv_3x3', 1), ('max_pool_3x3', 1), ('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('skip_connect', 0), ('skip_connect', 1), ('none', 2), ('sep_conv_3x3', 4)], reduce_concat=[2, 3, 4, 5])",76.7699966430664
"Genotype(normal=[('skip_connect', 1), ('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 4), ('avg_pool_3x3', 4)], normal_concat=[2, 3, 4, 5], reduce=[('skip_connect', 1), ('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('none', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 4), ('avg_pool_3x3', 4)], reduce_concat=[2, 3, 4, 5])",80.25
"Genotype(normal=[('avg_pool_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('dil_conv_3x3', 2), ('sep_conv_5x5', 3), ('sep_conv_5x5', 1)], normal_concat=[2, 3, 4, 5], reduce=[('avg_pool_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('dil_conv_3x3', 2), ('sep_conv_5x5', 3), ('sep_conv_5x5', 1)], reduce_concat=[2, 3, 4, 5])",84.72999572753906
"Genotype(normal=[('max_pool_3x3', 0), ('dil_conv_5x5', 0), ('avg_pool_3x3', 2), ('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 4), ('skip_connect', 4)], normal_concat=[2, 3, 4, 5], reduce=[('max_pool_3x3', 0), ('dil_conv_5x5', 0), ('avg_pool_3x3', 2), ('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 4), ('skip_connect', 4)], reduce_concat=[2, 3, 4, 5])",73.80999755859375
